month,division,line,day_type,num_on_time_trips,num_sched_trips,terminal_on_time_performance
2021-11-01,B DIVISION,L,2,3764,3957,0.9512257
2021-11-01,B DIVISION,M,1,4506,5668,0.7949894
2021-11-01,B DIVISION,M,2,1910,2022,0.9446093
2021-11-01,B DIVISION,N,1,7343,9566,0.7676145
2021-11-01,B DIVISION,N,2,1307,1918,0.681439
2021-11-01,B DIVISION,Q,1,5019,6615,0.7587302
2021-11-01,B DIVISION,Q,2,1789,2358,0.7586938
2021-11-01,B DIVISION,R,1,4577,5927,0.7722288
2021-11-01,B DIVISION,R,2,1549,1917,0.8080334
2021-12-01,A DIVISION,1,1,8010,9631,0.83168936
2021-12-01,A DIVISION,1,2,2406,2956,0.8139378
2021-12-01,A DIVISION,2,1,5235,7047,0.7428693
2021-12-01,A DIVISION,2,2,1400,2406,0.58187866
2021-12-01,A DIVISION,3,1,4771,5612,0.85014254
2021-12-01,A DIVISION,3,2,1324,1916,0.691023
2021-12-01,A DIVISION,4,1,6323,7895,0.80088663
2021-12-01,A DIVISION,4,2,2071,2700,0.76703703
2021-12-01,A DIVISION,5,1,5674,6883,0.8243498
2021-12-01,A DIVISION,5,2,1674,2098,0.79790276
2021-12-01,A DIVISION,6,1,9333,11665,0.8000857
2021-12-01,A DIVISION,6,2,2305,2860,0.8059441
2021-12-01,A DIVISION,7,1,11757,13474,0.8725694
2021-12-01,A DIVISION,7,2,3575,4184,0.8544455
2021-12-01,A DIVISION,GS,1,11173,11282,0.99033856
2021-12-01,A DIVISION,GS,2,3479,3514,0.9900398
2021-12-01,B DIVISION,A,1,5039,7602,0.66285187
2021-12-01,B DIVISION,A,2,2014,2816,0.7151989
2021-12-01,B DIVISION,B,1,2715,3920,0.69260204
2021-12-01,B DIVISION,C,1,2841,4200,0.67642856
2021-12-01,B DIVISION,C,2,1194,1572,0.759542
2021-12-01,B DIVISION,D,1,4068,5754,0.7069864
2021-12-01,B DIVISION,D,2,1670,2168,0.7702952
2021-12-01,B DIVISION,E,1,6397,8610,0.74297327
2021-12-01,B DIVISION,E,2,1638,2120,0.7726415
2021-12-01,B DIVISION,F,1,5373,7889,0.6810749
2021-12-01,B DIVISION,F,2,1747,2104,0.8303232
2021-12-01,B DIVISION,FS,1,4858,4956,0.980226
2021-12-01,B DIVISION,FS,2,2148,2148,1
2021-12-01,B DIVISION,G,1,5656,6589,0.85840034
2021-12-01,B DIVISION,G,2,3018,3210,0.9401869
2021-12-01,B DIVISION,H,1,3362,3528,0.95294785
2021-12-01,B DIVISION,H,2,1545,1592,0.9704774
2021-12-01,B DIVISION,J,1,4982,5687,0.87603307
2021-12-01,B DIVISION,J,2,1796,2264,0.7932862
2021-12-01,B DIVISION,L,1,10090,11486,0.8784607
2021-12-01,B DIVISION,L,2,3977,4488,0.8861408
2021-12-01,B DIVISION,M,1,4272,5470,0.7809872
2021-12-01,B DIVISION,M,2,1999,2326,0.8594153
2021-12-01,B DIVISION,N,1,6984,9538,0.732229
2021-12-01,B DIVISION,N,2,1395,2160,0.6458333
2021-12-01,B DIVISION,Q,1,4805,6615,0.72637945
2021-12-01,B DIVISION,Q,2,1941,2568,0.75584114
2021-12-01,B DIVISION,R,1,4488,5931,0.75670207
2021-12-01,B DIVISION,R,2,1646,2152,0.76486987
2022-01-01,A DIVISION,1,1,7529,8863,0.84948665
2022-01-01,A DIVISION,1,2,2524,2912,0.8667582
2022-01-01,A DIVISION,2,1,5351,6777,0.78958243
2022-01-01,A DIVISION,2,2,1377,2460,0.5597561
2022-01-01,A DIVISION,3,1,4408,5085,0.8668633
2022-01-01,A DIVISION,3,2,1539,2086,0.7377756
2022-01-01,A DIVISION,4,1,6038,7770,0.7770914
2022-01-01,A DIVISION,4,2,1982,2670,0.7423221
2022-01-01,A DIVISION,5,1,5617,6886,0.81571305
2022-01-01,A DIVISION,5,2,1266,1547,0.8183581
2022-01-01,A DIVISION,6,1,7781,10534,0.7386558
2022-01-01,A DIVISION,6,2,2271,2820,0.80531913
2022-01-01,A DIVISION,7,1,11015,12178,0.9044999
2022-01-01,A DIVISION,7,2,3499,4074,0.8588611
2022-01-01,A DIVISION,GS,1,10552,10672,0.98875564
2022-01-01,A DIVISION,GS,2,2796,2798,0.9992852
2022-01-01,B DIVISION,A,1,4954,7894,0.62756526
2022-01-01,B DIVISION,A,2,1604,2805,0.571836
2022-01-01,B DIVISION,B,1,1181,1764,0.6695011
2022-01-01,B DIVISION,C,1,2733,4186,0.65289056
2022-01-01,B DIVISION,C,2,1095,1560,0.7019231
2022-01-01,B DIVISION,D,1,4490,5754,0.7803267
2022-01-01,B DIVISION,D,2,1516,2162,0.7012026
2022-01-01,B DIVISION,E,1,6207,8609,0.72098964
2022-01-01,B DIVISION,E,2,1588,2100,0.7561905
2022-01-01,B DIVISION,F,1,5047,6455,0.78187454
2022-01-01,B DIVISION,F,2,1497,2090,0.71626794
2022-01-01,B DIVISION,FS,1,4860,4956,0.98062956
2022-01-01,B DIVISION,FS,2,1959,2120,0.9240566
2022-01-01,B DIVISION,G,1,5426,5880,0.9227891
2022-01-01,B DIVISION,G,2,2045,2320,0.8814655
2022-01-01,B DIVISION,H,1,3282,3528,0.9302721
2022-01-01,B DIVISION,H,2,1439,1568,0.9177296
2022-01-01,B DIVISION,J,1,4619,5337,0.8654675
2022-01-01,B DIVISION,J,2,1584,2222,0.7128713
2022-01-01,B DIVISION,L,1,7891,8562,0.92163044
2022-01-01,B DIVISION,L,2,3451,4436,0.7779531
2022-01-01,B DIVISION,M,1,3949,4644,0.85034454
2022-01-01,B DIVISION,M,2,1823,2298,0.79329854
2022-01-01,B DIVISION,N,1,5026,6756,0.7439313
2022-01-01,B DIVISION,N,2,1245,2166,0.57479227
2022-01-01,B DIVISION,Q,1,5071,6630,0.7648567
2022-01-01,B DIVISION,Q,2,1628,2726,0.597212
2022-01-01,B DIVISION,R,1,4384,5226,0.8388825
2022-01-01,B DIVISION,R,2,1656,2156,0.76808906
2022-02-01,A DIVISION,1,1,7360,8788,0.8375057
2022-02-01,A DIVISION,1,2,2416,3086,0.7828905
2022-02-01,A DIVISION,2,1,4608,6155,0.7486596
2022-02-01,A DIVISION,2,2,1227,2119,0.5790467
2022-02-01,A DIVISION,3,1,4624,5299,0.8726175
2022-02-01,A DIVISION,3,2,913,1370,0.6664234
2022-02-01,A DIVISION,4,1,5424,7058,0.76848966
2022-02-01,A DIVISION,4,2,2157,2841,0.75923973
2022-02-01,A DIVISION,5,1,5021,6236,0.80516356
2022-02-01,A DIVISION,5,2,1882,1998,0.9419419
2022-02-01,A DIVISION,6,1,8144,10587,0.7692453
2022-02-01,A DIVISION,6,2,2085,2676,0.779148
2022-02-01,A DIVISION,7,1,11065,12204,0.9066699
2022-02-01,A DIVISION,7,2,3012,3272,0.9205379
2022-02-01,A DIVISION,GS,1,9795,9806,0.99887824
2022-02-01,A DIVISION,GS,2,2264,2270,0.99735683
2022-02-01,B DIVISION,A,1,4454,7197,0.61886895
2022-02-01,B DIVISION,A,2,1142,2255,0.50643015
2022-02-01,B DIVISION,B,1,2747,3724,0.7376477
2022-02-01,B DIVISION,C,1,2401,3646,0.6585299
2022-02-01,B DIVISION,C,2,517,1260,0.41031745
2022-02-01,B DIVISION,D,1,3733,5206,0.7170572
2022-02-01,B DIVISION,D,2,1447,1728,0.8373843
2022-02-01,B DIVISION,E,1,5499,7791,0.7058144
2022-02-01,B DIVISION,E,2,1156,1692,0.68321514
2022-02-01,B DIVISION,F,1,4464,6373,0.70045507
2022-02-01,B DIVISION,F,2,990,1686,0.5871886
2022-02-01,B DIVISION,FS,1,4418,4484,0.985281
2022-02-01,B DIVISION,FS,2,1722,1724,0.9988399
2022-02-01,B DIVISION,G,1,4811,5331,0.9024573
2022-02-01,B DIVISION,G,2,1588,1876,0.84648186
2022-02-01,B DIVISION,H,1,2994,3115,0.9611557
2022-02-01,B DIVISION,H,2,1249,1275,0.9796078
2022-02-01,B DIVISION,J,1,4455,5301,0.8404075
2022-02-01,B DIVISION,J,2,1479,1812,0.8162252
2022-02-01,B DIVISION,L,1,6862,7810,0.87861717
2022-02-01,B DIVISION,L,2,3458,3926,0.8807947
2022-02-01,B DIVISION,M,1,3514,4428,0.79358625
2022-02-01,B DIVISION,M,2,1660,1818,0.9130913
2022-02-01,B DIVISION,N,1,6608,8533,0.77440524
2022-02-01,B DIVISION,N,2,1176,1728,0.6805556
2022-02-01,B DIVISION,Q,1,4550,5977,0.76125145
2022-02-01,B DIVISION,Q,2,1305,1994,0.6544634
2022-02-01,B DIVISION,R,1,4171,5074,0.8220339
2022-02-01,B DIVISION,R,2,1255,1726,0.72711474
2022-03-01,A DIVISION,1,1,8989,10554,0.85171497
2022-03-01,A DIVISION,1,2,2014,2322,0.8673557
2022-03-01,A DIVISION,2,1,6106,7612,0.8021545
2022-03-01,A DIVISION,2,2,1148,1862,0.6165413
2022-03-01,A DIVISION,3,1,6128,6710,0.9132638
2022-03-01,A DIVISION,3,2,1111,1570,0.70764333
2022-03-01,A DIVISION,4,1,6986,8506,0.8213026
2022-03-01,A DIVISION,4,2,1431,2130,0.671831
2022-03-01,A DIVISION,5,1,6351,7535,0.8428666
2022-03-01,A DIVISION,5,2,1007,1271,0.79228956
2022-03-01,A DIVISION,6,1,10110,12870,0.7855478
2022-03-01,A DIVISION,6,2,1869,2250,0.83066666
2022-03-01,A DIVISION,7,1,12938,14680,0.88133514
2022-03-01,A DIVISION,7,2,2365,2634,0.89787394
2022-03-01,A DIVISION,GS,1,13080,13154,0.99437433
2022-03-01,A DIVISION,GS,2,3134,3144,0.9968193
2022-03-01,B DIVISION,A,1,6049,8625,0.70133334
2022-03-01,B DIVISION,A,2,1818,2635,0.6899431
2022-03-01,B DIVISION,B,1,3029,4508,0.6719166
2022-03-01,B DIVISION,C,1,3194,4446,0.7183986
2022-03-01,B DIVISION,C,2,841,1248,0.6738782
2022-03-01,B DIVISION,D,1,4580,6302,0.7267534
2022-03-01,B DIVISION,D,2,1302,1728,0.7534722
2022-03-01,B DIVISION,E,1,6592,9430,0.6990456
2022-03-01,B DIVISION,E,2,1269,1678,0.7562575
2022-03-01,B DIVISION,F,1,6669,9659,0.6904442
2022-03-01,B DIVISION,F,2,959,1666,0.57563025
2022-03-01,B DIVISION,FS,1,5412,5428,0.9970523
2022-03-01,B DIVISION,FS,2,1680,1690,0.99408287
2022-03-01,B DIVISION,G,1,6149,6980,0.88094556
2022-03-01,B DIVISION,G,2,1603,1850,0.8664865
2022-03-01,B DIVISION,H,1,3713,3850,0.9644156
2022-03-01,B DIVISION,H,2,828,839,0.9868892
2022-03-01,B DIVISION,J,1,5662,6416,0.8824813
2022-03-01,B DIVISION,J,2,1418,1780,0.7966292
2022-03-01,B DIVISION,L,1,10733,11878,0.9036033
2022-03-01,B DIVISION,L,2,2615,2878,0.9086171
2022-03-01,B DIVISION,M,1,4939,6202,0.796356
2022-03-01,B DIVISION,M,2,1772,1828,0.9693654
2022-03-01,B DIVISION,N,1,7646,10100,0.7570297
2022-03-01,B DIVISION,N,2,1162,2086,0.557047
2022-03-01,B DIVISION,Q,1,5478,7241,0.75652534
2022-03-01,B DIVISION,Q,2,1486,2176,0.6829044
2022-03-01,B DIVISION,R,1,4856,6414,0.75709385
2022-03-01,B DIVISION,R,2,1363,1722,0.7915215
2022-04-01,A DIVISION,1,1,7818,9636,0.8113325
2022-04-01,A DIVISION,1,2,2750,3086,0.8911212
2022-04-01,A DIVISION,2,1,4958,6787,0.7305142
2022-04-01,A DIVISION,2,2,1212,2116,0.5727788
2022-04-01,A DIVISION,3,1,4961,5934,0.83602965
2022-04-01,A DIVISION,3,2,1086,1468,0.73978204
2022-04-01,A DIVISION,4,1,6527,8106,0.805206
2022-04-01,A DIVISION,4,2,2191,2916,0.75137174
2022-04-01,A DIVISION,5,1,5665,6860,0.82580173
2022-04-01,A DIVISION,5,2,1411,1514,0.9319683
2022-04-01,A DIVISION,6,1,9255,11618,0.7966087
2022-04-01,A DIVISION,6,2,2063,2620,0.7874046
2022-04-01,A DIVISION,7,1,12101,13473,0.8981667
2022-04-01,A DIVISION,7,2,2917,3354,0.8697078
2022-04-01,A DIVISION,GS,1,10878,10934,0.99487835
2022-04-01,A DIVISION,GS,2,2950,2952,0.9993225
2022-04-01,B DIVISION,A,1,5556,8003,0.6942397
2022-04-01,B DIVISION,A,2,2639,3748,0.70410883
2022-04-01,B DIVISION,B,1,2718,3920,0.69336736
2022-04-01,B DIVISION,C,1,3044,4200,0.7247619
2022-04-01,B DIVISION,C,2,914,1410,0.648227
2022-04-01,B DIVISION,D,1,4100,5482,0.7479022
2022-04-01,B DIVISION,D,2,1834,2343,0.78275716
2022-04-01,B DIVISION,E,1,6193,8610,0.7192799
2022-04-01,B DIVISION,E,2,1213,1896,0.63976794
2022-04-01,B DIVISION,F,1,5869,8223,0.7137298
2022-04-01,B DIVISION,F,2,1183,1888,0.626589
2022-04-01,B DIVISION,FS,1,4935,4956,0.9957627
2022-04-01,B DIVISION,FS,2,1880,1922,0.97814775
2022-04-01,B DIVISION,G,1,5085,5879,0.864943
2022-04-01,B DIVISION,G,2,1839,2098,0.87654907
2022-04-01,B DIVISION,H,1,3420,3514,0.97324985
2022-04-01,B DIVISION,H,2,969,984,0.9847561
2022-04-01,B DIVISION,J,1,5316,5859,0.90732205
2022-04-01,B DIVISION,J,2,1726,2028,0.8510848
2022-04-01,B DIVISION,L,1,10668,11518,0.9262025
2022-04-01,B DIVISION,L,2,3601,3958,0.9098029
2022-04-01,B DIVISION,M,1,4524,5662,0.79901093
2022-04-01,B DIVISION,M,2,1988,2107,0.9435216
2022-04-01,B DIVISION,N,1,6835,8643,0.7908134
2022-04-01,B DIVISION,N,2,1189,1944,0.6116255
2022-04-01,B DIVISION,Q,1,5228,6615,0.79032505
2022-04-01,B DIVISION,Q,2,1773,2426,0.73083264
2022-04-01,B DIVISION,R,1,4023,5167,0.7785949
2022-04-01,B DIVISION,R,2,1108,1875,0.5909333
2022-05-01,A DIVISION,1,1,8064,9626,0.8377311
2022-05-01,A DIVISION,1,2,2468,2884,0.85575587
2022-05-01,A DIVISION,2,1,5443,7015,0.77590877
2022-05-01,A DIVISION,2,2,1489,2786,0.534458
2022-05-01,A DIVISION,3,1,5267,6002,0.8775408
2022-05-01,A DIVISION,3,2,1445,2080,0.69471157
2022-05-01,A DIVISION,4,1,6735,7979,0.84409076
2022-05-01,A DIVISION,4,2,2749,3876,0.7092363
2022-05-01,A DIVISION,5,1,6018,6881,0.8745822
2022-05-01,A DIVISION,5,2,2084,2247,0.9274588
2022-05-01,A DIVISION,6,1,9407,11690,0.8047049
2022-05-01,A DIVISION,6,2,2095,2934,0.71404225
2022-05-01,A DIVISION,7,1,11857,13498,0.87842643
2022-05-01,A DIVISION,7,2,3149,3760,0.8375
2022-05-01,A DIVISION,GS,1,10990,11000,0.9990909
2022-05-01,A DIVISION,GS,2,3447,3494,0.98654836
2022-05-01,B DIVISION,A,1,5438,7875,0.69053966
2022-05-01,B DIVISION,A,2,2028,2988,0.6787149
2022-05-01,B DIVISION,B,1,2740,4116,0.66569483
2022-05-01,B DIVISION,C,1,2930,4200,0.697619
2022-05-01,B DIVISION,C,2,1093,1548,0.70607233
2022-05-01,B DIVISION,D,1,4258,5757,0.73962134
2022-05-01,B DIVISION,D,2,1694,2160,0.78425926
2022-05-01,B DIVISION,E,1,6233,8610,0.72392565
2022-05-01,B DIVISION,E,2,1346,2088,0.64463603
2022-05-01,B DIVISION,F,1,5744,8233,0.69768006
2022-05-01,B DIVISION,F,2,1225,2076,0.59007704
2022-05-01,B DIVISION,FS,1,4912,4956,0.9911219
2022-05-01,B DIVISION,FS,2,2092,2092,1
2022-05-01,B DIVISION,G,1,5184,5870,0.8831346
2022-05-01,B DIVISION,G,2,2097,2300,0.9117391
2022-05-01,B DIVISION,H,1,3305,3422,0.96580946
2022-05-01,B DIVISION,H,2,728,772,0.9430052
2022-05-01,B DIVISION,J,1,4987,5859,0.85116917
2022-05-01,B DIVISION,J,2,2511,2855,0.8795096
2022-05-01,B DIVISION,L,1,10329,11556,0.8938214
2022-05-01,B DIVISION,L,2,3734,4218,0.88525367
2022-05-01,B DIVISION,M,1,4688,5660,0.8282685
2022-05-01,B DIVISION,M,2,1545,1599,0.9662289
2022-05-01,B DIVISION,N,1,6953,9064,0.76710063
2022-05-01,B DIVISION,N,2,1377,2160,0.6375
2022-05-01,B DIVISION,Q,1,5318,6891,0.77173126
2022-05-01,B DIVISION,Q,2,2037,2678,0.7606423
2022-05-01,B DIVISION,R,1,4268,5347,0.7982046
2022-05-01,B DIVISION,R,2,929,1812,0.51269317
2022-06-01,A DIVISION,1,1,8264,9974,0.8285542
2022-06-01,A DIVISION,1,2,1770,2062,0.8583899
2022-06-01,A DIVISION,2,1,5904,7570,0.77992076
2022-06-01,A DIVISION,2,2,1367,2330,0.58669525
2022-06-01,A DIVISION,3,1,5653,6535,0.8650344
2022-06-01,A DIVISION,3,2,982,1672,0.58732057
2022-06-01,A DIVISION,4,1,6677,8145,0.8197667
2022-06-01,A DIVISION,4,2,1484,2136,0.69475657
2022-06-01,A DIVISION,5,1,6154,7238,0.85023487
2022-06-01,A DIVISION,5,2,1561,1790,0.87206703
2022-06-01,A DIVISION,6,1,9715,12144,0.7999835
2022-06-01,A DIVISION,6,2,1825,2290,0.79694325
2022-06-01,A DIVISION,7,1,12534,14132,0.8869233
2022-06-01,A DIVISION,7,2,2723,3054,0.89161754
2022-06-01,A DIVISION,GS,1,11815,11880,0.9945286
2022-06-01,A DIVISION,GS,2,2912,2926,0.9952153
2022-06-01,B DIVISION,A,1,5601,8250,0.67890906
2022-06-01,B DIVISION,A,2,1229,2244,0.5476827
2022-06-01,B DIVISION,B,1,2981,4312,0.69132656
2022-06-01,B DIVISION,C,1,2883,4398,0.65552527
2022-06-01,B DIVISION,C,2,658,1302,0.50537634
2022-06-01,B DIVISION,D,1,4297,6028,0.7128401
2022-06-01,B DIVISION,D,2,1282,1730,0.74104047
2022-06-01,B DIVISION,E,1,6472,9020,0.7175166
2022-06-01,B DIVISION,E,2,1267,1684,0.7523753
2022-06-01,B DIVISION,F,1,5981,8653,0.6912054
2022-06-01,B DIVISION,F,2,1122,1672,0.67105263
2022-06-01,B DIVISION,FS,1,5181,5192,0.99788135
2022-06-01,B DIVISION,FS,2,1695,1696,0.9994104
2022-06-01,B DIVISION,G,1,5184,5851,0.8860024
2022-06-01,B DIVISION,G,2,2006,2146,0.93476236
2022-06-01,B DIVISION,H,1,3540,3696,0.9577922
2022-06-01,B DIVISION,H,2,1156,1252,0.9233227
2022-06-01,B DIVISION,J,1,5132,6181,0.8302864
2022-06-01,B DIVISION,J,2,2641,3083,0.8566331
2022-06-01,B DIVISION,L,1,10906,12012,0.9079254
2022-06-01,B DIVISION,L,2,3403,3776,0.90121824
2022-06-01,B DIVISION,M,1,4483,5940,0.75471383
2022-06-01,B DIVISION,M,2,272,303,0.89768976
2022-06-01,B DIVISION,N,1,7634,9759,0.78225225
2022-06-01,B DIVISION,N,2,1149,1728,0.6649306
2022-06-01,B DIVISION,Q,1,5792,7493,0.77298814
2022-06-01,B DIVISION,Q,2,1504,2092,0.71892923
2022-06-01,B DIVISION,R,1,4643,5877,0.7900289
2022-06-01,B DIVISION,R,2,1281,1661,0.7712222
2022-07-01,A DIVISION,1,1,7222,9316,0.7752254
2022-07-01,A DIVISION,1,2,2742,3222,0.8510242
2022-07-01,A DIVISION,2,1,4700,6640,0.7078313
2022-07-01,A DIVISION,2,2,1630,2473,0.6591185
2022-07-01,A DIVISION,3,1,4539,5780,0.7852941
2022-07-01,A DIVISION,3,2,1290,1882,0.685441
2022-07-01,A DIVISION,4,1,5864,7400,0.7924324
2022-07-01,A DIVISION,4,2,2164,2952,0.7330623
2022-07-01,A DIVISION,5,1,5047,6570,0.7681887
2022-07-01,A DIVISION,5,2,1759,2054,0.8563778
2022-07-01,A DIVISION,6,1,8835,11143,0.79287446
2022-07-01,A DIVISION,6,2,2712,3122,0.8686739
2022-07-01,A DIVISION,7,1,11942,12877,0.9273899
2022-07-01,A DIVISION,7,2,3928,4352,0.9025735
2022-07-01,A DIVISION,GS,1,10417,10490,0.993041
2022-07-01,A DIVISION,GS,2,4091,4124,0.9919981
2022-07-01,B DIVISION,A,1,4969,7508,0.6618274
2022-07-01,B DIVISION,A,2,1746,3091,0.56486577
2022-07-01,B DIVISION,B,1,2704,3884,0.6961895
2022-07-01,B DIVISION,C,1,2560,4000,0.64
2022-07-01,B DIVISION,C,2,981,1808,0.5425885
2022-07-01,B DIVISION,D,1,3755,5442,0.6900037
2022-07-01,B DIVISION,D,2,1579,2376,0.6645623
2022-07-01,B DIVISION,E,1,5755,8200,0.70182925
2022-07-01,B DIVISION,E,2,1884,2318,0.81276965
2022-07-01,B DIVISION,F,1,5154,7854,0.6562261
2022-07-01,B DIVISION,F,2,1643,2306,0.7124892
2022-07-01,B DIVISION,FS,1,4666,4720,0.9885593
2022-07-01,B DIVISION,FS,2,2243,2268,0.9889771
2022-07-01,B DIVISION,G,1,4269,5425,0.78691244
2022-07-01,B DIVISION,G,2,2775,2943,0.9429154
2022-07-01,B DIVISION,H,1,3236,3361,0.96280867
2022-07-01,B DIVISION,H,2,1610,1733,0.9290248
2022-07-01,B DIVISION,J,1,4092,5796,0.70600414
2022-07-01,B DIVISION,J,2,1899,2542,0.74704957
2022-07-01,B DIVISION,L,1,9881,11041,0.89493704
2022-07-01,B DIVISION,L,2,4917,5270,0.9330171
2022-07-01,B DIVISION,M,1,3949,5400,0.7312963
2022-07-01,B DIVISION,M,2,2444,2542,0.96144766
2022-07-01,B DIVISION,N,1,6841,8987,0.7612106
2022-07-01,B DIVISION,N,2,1554,2376,0.6540404
2022-07-01,B DIVISION,Q,1,4990,6853,0.7281483
2022-07-01,B DIVISION,Q,2,2983,3981,0.74930924
2022-07-01,B DIVISION,R,1,4168,5660,0.7363958
2022-07-01,B DIVISION,R,2,1946,2376,0.81902355
2022-08-01,A DIVISION,1,1,8851,10696,0.8275056
2022-08-01,A DIVISION,1,2,2080,2336,0.89041096
2022-08-01,A DIVISION,2,1,5924,7790,0.7604621
2022-08-01,A DIVISION,2,2,1087,1704,0.6379108
2022-08-01,A DIVISION,3,1,5395,6508,0.82897973
2022-08-01,A DIVISION,3,2,1240,1672,0.7416268
2022-08-01,A DIVISION,4,1,7095,8507,0.83401906
2022-08-01,A DIVISION,4,2,1719,2136,0.8047753
2022-08-01,A DIVISION,5,1,6096,7432,0.8202368
2022-08-01,A DIVISION,5,2,1405,1549,0.9070368
2022-08-01,A DIVISION,6,1,10706,12851,0.8330869
2022-08-01,A DIVISION,6,2,1745,2256,0.77349293
2022-08-01,A DIVISION,7,1,13491,14812,0.91081554
2022-08-01,A DIVISION,7,2,3062,3254,0.9409957
2022-08-01,A DIVISION,GS,1,11959,12212,0.9792827
2022-08-01,A DIVISION,GS,2,2723,2728,0.99816716
2022-08-01,B DIVISION,A,1,6371,8651,0.7364467
2022-08-01,B DIVISION,A,2,1295,2244,0.5770945
2022-08-01,B DIVISION,B,1,3456,4462,0.77454054
2022-08-01,B DIVISION,C,1,3398,4600,0.7386957
2022-08-01,B DIVISION,C,2,675,1248,0.54086536
2022-08-01,B DIVISION,D,1,4691,6253,0.7501999
2022-08-01,B DIVISION,D,2,920,1730,0.5317919
2022-08-01,B DIVISION,E,1,6367,9350,0.68096256
2022-08-01,B DIVISION,E,2,1178,1680,0.7011905
2022-08-01,B DIVISION,F,1,6514,8996,0.7240996
2022-08-01,B DIVISION,F,2,1201,1673,0.7178721
2022-08-01,B DIVISION,FS,1,5403,5428,0.99539423
2022-08-01,B DIVISION,FS,2,1690,1696,0.9964623
2022-08-01,B DIVISION,G,1,5758,6438,0.8943771
2022-08-01,B DIVISION,G,2,1739,1856,0.93696123
2022-08-01,B DIVISION,H,1,3717,3864,0.9619565
2022-08-01,B DIVISION,H,2,1133,1252,0.90495205
2022-08-01,B DIVISION,J,1,5327,6647,0.8014142
2022-08-01,B DIVISION,J,2,1553,1834,0.846783
2022-08-01,B DIVISION,L,1,11579,12552,0.9224825
2022-08-01,B DIVISION,L,2,3148,3648,0.8629386
2022-08-01,B DIVISION,M,1,4816,6210,0.77552336
2022-08-01,B DIVISION,M,2,1741,1840,0.94619566
2022-08-01,B DIVISION,N,1,8092,10355,0.78145826
2022-08-01,B DIVISION,N,2,957,1728,0.5538194
2022-08-01,B DIVISION,Q,1,6024,7820,0.77033246
2022-08-01,B DIVISION,Q,2,2013,2830,0.7113074
2022-08-01,B DIVISION,R,1,4876,6509,0.7491166
2022-08-01,B DIVISION,R,2,1373,1728,0.7945602
2022-09-01,A DIVISION,1,1,7978,9652,0.82656443
2022-09-01,A DIVISION,1,2,2451,2610,0.9390805
2022-09-01,A DIVISION,2,1,4642,6817,0.6809447
2022-09-01,A DIVISION,2,2,1664,2497,0.66639966
2022-09-01,A DIVISION,3,1,4949,6255,0.791207
2022-09-01,A DIVISION,3,2,1116,1434,0.7782427
2022-09-01,A DIVISION,4,1,6425,7864,0.8170142
2022-09-01,A DIVISION,4,2,1812,2388,0.75879395
2022-09-01,A DIVISION,5,1,5190,6833,0.75954926
2022-09-01,A DIVISION,5,2,2405,2485,0.9678068
2022-09-01,A DIVISION,6,1,9481,11645,0.81416917
2022-09-01,A DIVISION,6,2,1972,2518,0.7831612
2022-09-01,A DIVISION,7,1,12549,13516,0.9284552
2022-09-01,A DIVISION,7,2,3479,3618,0.961581
2022-09-01,A DIVISION,GS,1,10722,10734,0.99888206
2022-09-01,A DIVISION,GS,2,3243,3248,0.9984606
2022-09-01,B DIVISION,A,1,5546,7883,0.70353925
2022-09-01,B DIVISION,A,2,1944,2971,0.6543251
2022-09-01,B DIVISION,B,1,2929,4018,0.72896963
2022-09-01,B DIVISION,C,1,2943,4200,0.7007143
2022-09-01,B DIVISION,C,2,789,1398,0.56437767
2022-09-01,B DIVISION,D,1,3952,5712,0.69187677
2022-09-01,B DIVISION,D,2,1802,2342,0.76942784
2022-09-01,B DIVISION,E,1,5974,8580,0.6962704
2022-09-01,B DIVISION,E,2,1492,1884,0.79193205
2022-09-01,B DIVISION,F,1,5696,8145,0.6993247
2022-09-01,B DIVISION,F,2,1446,1874,0.7716115
2022-09-01,B DIVISION,FS,1,4933,4956,0.9953592
2022-09-01,B DIVISION,FS,2,1892,1894,0.99894404
2022-09-01,B DIVISION,G,1,5157,5921,0.87096775
2022-09-01,B DIVISION,G,2,2245,2368,0.9480574
2022-09-01,B DIVISION,H,1,3360,3531,0.9515718
2022-09-01,B DIVISION,H,2,807,862,0.9361949
2022-09-01,B DIVISION,J,1,5115,5969,0.85692745
2022-09-01,B DIVISION,J,2,1826,2247,0.81263906
2022-09-01,B DIVISION,L,1,10529,11498,0.91572446
2022-09-01,B DIVISION,L,2,3949,4222,0.9353387
2022-09-01,B DIVISION,M,1,4450,5654,0.7870534
2022-09-01,B DIVISION,M,2,1956,2054,0.9522882
2022-09-01,B DIVISION,N,1,7037,9421,0.7469483
2022-09-01,B DIVISION,N,2,1113,1944,0.57253087
2022-09-01,B DIVISION,Q,1,4922,6612,0.74440414
2022-09-01,B DIVISION,Q,2,1751,2384,0.73447984
2022-09-01,B DIVISION,R,1,4448,5939,0.7489476
2022-09-01,B DIVISION,R,2,1653,1944,0.85030866
2022-10-01,A DIVISION,1,1,7739,9678,0.7996487
2022-10-01,A DIVISION,1,2,2608,2912,0.8956044
2022-10-01,A DIVISION,2,1,5291,7336,0.7212377
2022-10-01,A DIVISION,2,2,1986,2914,0.6815374
2022-10-01,A DIVISION,3,1,4767,5758,0.82789165
2022-10-01,A DIVISION,3,2,1404,1668,0.8417266
